SORA Publication Date,Compound SORA - 3 month
8.Oct.18,1.2248
9.Oct.18,1.2208
10.Oct.18,1.2178
11.Oct.18,1.2134
12.Oct.18,1.2104
15.Oct.18,1.2091
16.Oct.18,1.2081
17.Oct.18,1.2057
18.Oct.18,1.2084
19.Oct.18,1.2112
22.Oct.18,1.2203
23.Oct.18,1.2221
24.Oct.18,1.2199
25.Oct.18,1.2192
26.Oct.18,1.2231
29.Oct.18,1.2196
30.Oct.18,1.2175
31.Oct.18,1.215
1.Nov.18,1.2119
2.Nov.18,1.2089
5.Nov.18,1.2022
7.Nov.18,1.1918
8.Nov.18,1.1897
9.Nov.18,1.1893
12.Nov.18,1.1853
13.Nov.18,1.1833
14.Nov.18,1.1777
15.Nov.18,1.1749
16.Nov.18,1.1726
19.Nov.18,1.2054
20.Nov.18,1.2177
21.Nov.18,1.2261
22.Nov.18,1.2314
23.Nov.18,1.2347
26.Nov.18,1.2392
27.Nov.18,1.2383
28.Nov.18,1.2368
29.Nov.18,1.2363
30.Nov.18,1.2412
3.Dec.18,1.2724
4.Dec.18,1.2829
5.Dec.18,1.2889
6.Dec.18,1.296
7.Dec.18,1.2936
10.Dec.18,1.3049
11.Dec.18,1.31
12.Dec.18,1.3176
13.Dec.18,1.3259
14.Dec.18,1.3342
17.Dec.18,1.3521
18.Dec.18,1.3544
19.Dec.18,1.3579
20.Dec.18,1.3645
21.Dec.18,1.3715
24.Dec.18,1.3928
26.Dec.18,1.4099
27.Dec.18,1.422
28.Dec.18,1.4297
31.Dec.18,1.4504
2.Jan.19,1.4639
3.Jan.19,1.466
4.Jan.19,1.4643
7.Jan.19,1.464
8.Jan.19,1.4626
9.Jan.19,1.4631
10.Jan.19,1.4635
11.Jan.19,1.4643
14.Jan.19,1.4638
15.Jan.19,1.4633
16.Jan.19,1.4632
17.Jan.19,1.4678
18.Jan.19,1.4736
21.Jan.19,1.4866
22.Jan.19,1.4882
23.Jan.19,1.4939
24.Jan.19,1.5009
25.Jan.19,1.5072
28.Jan.19,1.5219
29.Jan.19,1.5278
30.Jan.19,1.5342
31.Jan.19,1.5406
1.Feb.19,1.5455
4.Feb.19,1.5486
7.Feb.19,1.5595
8.Feb.19,1.5637
11.Feb.19,1.5816
12.Feb.19,1.5871
13.Feb.19,1.5932
14.Feb.19,1.5982
15.Feb.19,1.6034
18.Feb.19,1.5972
19.Feb.19,1.5937
20.Feb.19,1.5913
21.Feb.19,1.5916
22.Feb.19,1.5896
25.Feb.19,1.5947
26.Feb.19,1.5956
27.Feb.19,1.5969
28.Feb.19,1.5975
1.Mar.19,1.5944
4.Mar.19,1.5897
5.Mar.19,1.5877
6.Mar.19,1.5884
7.Mar.19,1.5967
8.Mar.19,1.598
11.Mar.19,1.5972
12.Mar.19,1.5953
13.Mar.19,1.5886
14.Mar.19,1.5828
15.Mar.19,1.5773
18.Mar.19,1.5679
19.Mar.19,1.564
20.Mar.19,1.5586
21.Mar.19,1.5538
22.Mar.19,1.5491
25.Mar.19,1.5363
26.Mar.19,1.5322
27.Mar.19,1.5267
28.Mar.19,1.5283
29.Mar.19,1.5284
1.Apr.19,1.5423
2.Apr.19,1.5399
3.Apr.19,1.5428
4.Apr.19,1.5488
5.Apr.19,1.5507
8.Apr.19,1.5677
9.Apr.19,1.5751
10.Apr.19,1.5817
11.Apr.19,1.5887
12.Apr.19,1.5944
15.Apr.19,1.6123
16.Apr.19,1.618
17.Apr.19,1.6212
18.Apr.19,1.6218
22.Apr.19,1.6291
23.Apr.19,1.6295
24.Apr.19,1.6279
25.Apr.19,1.6255
26.Apr.19,1.6255
29.Apr.19,1.6217
30.Apr.19,1.6214
2.May.19,1.6249
3.May.19,1.6282
6.May.19,1.6365
7.May.19,1.6393
8.May.19,1.6451
9.May.19,1.6471
10.May.19,1.6458
13.May.19,1.6459
14.May.19,1.6456
15.May.19,1.6479
16.May.19,1.6499
17.May.19,1.6529
21.May.19,1.6731
22.May.19,1.6749
23.May.19,1.6753
24.May.19,1.6724
27.May.19,1.6744
28.May.19,1.6772
29.May.19,1.679
30.May.19,1.6816
31.May.19,1.6807
3.Jun.19,1.6846
4.Jun.19,1.6844
6.Jun.19,1.6897
7.Jun.19,1.6914
10.Jun.19,1.7179
11.Jun.19,1.7273
12.Jun.19,1.7378
13.Jun.19,1.7467
14.Jun.19,1.7478
17.Jun.19,1.7514
18.Jun.19,1.7515
19.Jun.19,1.7534
20.Jun.19,1.7515
21.Jun.19,1.748
24.Jun.19,1.7461
25.Jun.19,1.7452
26.Jun.19,1.7434
27.Jun.19,1.7398
28.Jun.19,1.735
1.Jul.19,1.715
2.Jul.19,1.715
3.Jul.19,1.7156
4.Jul.19,1.7162
5.Jul.19,1.7151
8.Jul.19,1.7082
9.Jul.19,1.7043
10.Jul.19,1.7005
11.Jul.19,1.6973
12.Jul.19,1.6933
15.Jul.19,1.683
16.Jul.19,1.6805
17.Jul.19,1.6773
18.Jul.19,1.6759
19.Jul.19,1.674
22.Jul.19,1.6742
23.Jul.19,1.674
24.Jul.19,1.6738
25.Jul.19,1.6732
26.Jul.19,1.671
29.Jul.19,1.6702
30.Jul.19,1.6687
31.Jul.19,1.6718
1.Aug.19,1.6703
2.Aug.19,1.6661
5.Aug.19,1.6578
6.Aug.19,1.6556
7.Aug.19,1.6545
8.Aug.19,1.6487
13.Aug.19,1.6483
14.Aug.19,1.648
15.Aug.19,1.6462
16.Aug.19,1.6438
19.Aug.19,1.6328
20.Aug.19,1.6258
21.Aug.19,1.6175
22.Aug.19,1.6135
23.Aug.19,1.6081
26.Aug.19,1.5972
27.Aug.19,1.5933
28.Aug.19,1.5907
29.Aug.19,1.5886
30.Aug.19,1.5886
2.Sep.19,1.5875
3.Sep.19,1.5827
4.Sep.19,1.5796
5.Sep.19,1.5786
6.Sep.19,1.5782
9.Sep.19,1.5733
10.Sep.19,1.5708
11.Sep.19,1.5673
12.Sep.19,1.5621
13.Sep.19,1.558
16.Sep.19,1.5657
17.Sep.19,1.5686
18.Sep.19,1.5704
19.Sep.19,1.5682
20.Sep.19,1.5628
23.Sep.19,1.5368
24.Sep.19,1.5276
25.Sep.19,1.5237
26.Sep.19,1.5248
27.Sep.19,1.5274
30.Sep.19,1.5273
1.Oct.19,1.5278
2.Oct.19,1.5263
3.Oct.19,1.525
4.Oct.19,1.5223
7.Oct.19,1.5108
8.Oct.19,1.5063
9.Oct.19,1.5013
10.Oct.19,1.4972
11.Oct.19,1.4943
14.Oct.19,1.493
15.Oct.19,1.4898
16.Oct.19,1.4868
17.Oct.19,1.4854
18.Oct.19,1.483
21.Oct.19,1.4686
22.Oct.19,1.464
23.Oct.19,1.4602
24.Oct.19,1.4591
25.Oct.19,1.4576
29.Oct.19,1.4627
30.Oct.19,1.4627
31.Oct.19,1.4599
1.Nov.19,1.4567
4.Nov.19,1.4448
5.Nov.19,1.4379
6.Nov.19,1.4282
7.Nov.19,1.4162
8.Nov.19,1.4045
11.Nov.19,1.3701
12.Nov.19,1.3579
13.Nov.19,1.3486
14.Nov.19,1.3404
15.Nov.19,1.3319
18.Nov.19,1.316
19.Nov.19,1.3096
20.Nov.19,1.3062
21.Nov.19,1.3072
22.Nov.19,1.3095
25.Nov.19,1.3184
26.Nov.19,1.3212
27.Nov.19,1.3233
28.Nov.19,1.323
29.Nov.19,1.3206
2.Dec.19,1.3102
3.Dec.19,1.311
4.Dec.19,1.3082
5.Dec.19,1.3042
6.Dec.19,1.301
9.Dec.19,1.2914
10.Dec.19,1.2874
11.Dec.19,1.2843
12.Dec.19,1.2805
13.Dec.19,1.2754
16.Dec.19,1.2644
17.Dec.19,1.2547
18.Dec.19,1.2444
19.Dec.19,1.2342
20.Dec.19,1.2364
23.Dec.19,1.261
24.Dec.19,1.2739
26.Dec.19,1.2862
27.Dec.19,1.2836
30.Dec.19,1.2708
31.Dec.19,1.2682
2.Jan.20,1.2636
3.Jan.20,1.266
6.Jan.20,1.2677
7.Jan.20,1.2661
8.Jan.20,1.2652
9.Jan.20,1.2654
10.Jan.20,1.2651
13.Jan.20,1.263
14.Jan.20,1.2606
15.Jan.20,1.2579
16.Jan.20,1.2552
17.Jan.20,1.2519
20.Jan.20,1.2493
21.Jan.20,1.2441
22.Jan.20,1.2409
23.Jan.20,1.237
24.Jan.20,1.2306
28.Jan.20,1.2122
29.Jan.20,1.2061
30.Jan.20,1.199
31.Jan.20,1.1954
3.Feb.20,1.2023
4.Feb.20,1.2037
5.Feb.20,1.2044
6.Feb.20,1.207
7.Feb.20,1.2089
10.Feb.20,1.2123
11.Feb.20,1.2144
12.Feb.20,1.2161
13.Feb.20,1.2142
14.Feb.20,1.2141
17.Feb.20,1.2149
18.Feb.20,1.2135
19.Feb.20,1.2145
20.Feb.20,1.2144
21.Feb.20,1.2064
24.Feb.20,1.1803
25.Feb.20,1.1735
26.Feb.20,1.1671
27.Feb.20,1.1605
28.Feb.20,1.1556
2.Mar.20,1.1404
3.Mar.20,1.133
4.Mar.20,1.1261
5.Mar.20,1.1191
6.Mar.20,1.1106
9.Mar.20,1.0896
10.Mar.20,1.0823
11.Mar.20,1.0743
12.Mar.20,1.0646
13.Mar.20,1.0592
16.Mar.20,1.0382
17.Mar.20,1.035
18.Mar.20,1.036
19.Mar.20,1.0386
20.Mar.20,1.0331
23.Mar.20,1.0028
24.Mar.20,0.9855
25.Mar.20,0.9667
26.Mar.20,0.9481
27.Mar.20,0.9361
30.Mar.20,0.9018
31.Mar.20,0.8929
1.Apr.20,0.8809
2.Apr.20,0.8687
3.Apr.20,0.8529
6.Apr.20,0.8205
7.Apr.20,0.8126
8.Apr.20,0.8058
9.Apr.20,0.8014
13.Apr.20,0.7782
14.Apr.20,0.7701
15.Apr.20,0.7654
16.Apr.20,0.7609
17.Apr.20,0.7548
20.Apr.20,0.7222
21.Apr.20,0.7149
22.Apr.20,0.704
23.Apr.20,0.6933
24.Apr.20,0.6829
27.Apr.20,0.6441
28.Apr.20,0.6318
29.Apr.20,0.62
30.Apr.20,0.6098
4.May.20,0.534
5.May.20,0.5223
6.May.20,0.5107
8.May.20,0.492
11.May.20,0.465
12.May.20,0.4562
13.May.20,0.4481
14.May.20,0.4383
15.May.20,0.4267
18.May.20,0.393
19.May.20,0.3806
20.May.20,0.3687
21.May.20,0.3619
22.May.20,0.3542
26.May.20,0.3185
27.May.20,0.3092
28.May.20,0.2996
29.May.20,0.2866
1.Jun.20,0.2707
2.Jun.20,0.2576
3.Jun.20,0.2488
4.Jun.20,0.2424
5.Jun.20,0.2371
8.Jun.20,0.2179
9.Jun.20,0.211
10.Jun.20,0.2037
11.Jun.20,0.1977
12.Jun.20,0.1945
15.Jun.20,0.1816
16.Jun.20,0.1773
17.Jun.20,0.1743
18.Jun.20,0.1687
19.Jun.20,0.1642
22.Jun.20,0.1516
23.Jun.20,0.1475
24.Jun.20,0.1455
25.Jun.20,0.1442
26.Jun.20,0.1439
29.Jun.20,0.1431
30.Jun.20,0.143
1.Jul.20,0.1411
2.Jul.20,0.1394
3.Jul.20,0.1375
6.Jul.20,0.1325
7.Jul.20,0.1304
8.Jul.20,0.126
9.Jul.20,0.1195
13.Jul.20,0.0929
14.Jul.20,0.0895
15.Jul.20,0.0854
16.Jul.20,0.0808
17.Jul.20,0.077
20.Jul.20,0.0712
21.Jul.20,0.0702
22.Jul.20,0.07
23.Jul.20,0.0696
24.Jul.20,0.0715
27.Jul.20,0.0778
28.Jul.20,0.0792
29.Jul.20,0.0809
30.Jul.20,0.0804
3.Aug.20,0.0811
4.Aug.20,0.0816
5.Aug.20,0.0817
6.Aug.20,0.0813
7.Aug.20,0.0814
11.Aug.20,0.0865
12.Aug.20,0.0869
13.Aug.20,0.0873
14.Aug.20,0.0879
17.Aug.20,0.0907
18.Aug.20,0.0916
19.Aug.20,0.0929
20.Aug.20,0.0942
21.Aug.20,0.0947
24.Aug.20,0.095
25.Aug.20,0.0952
26.Aug.20,0.0953
27.Aug.20,0.0948
28.Aug.20,0.0949
31.Aug.20,0.0975
1.Sep.20,0.0985
2.Sep.20,0.0992
3.Sep.20,0.0998
4.Sep.20,0.1002
7.Sep.20,0.1014
8.Sep.20,0.1016
9.Sep.20,0.1015
10.Sep.20,0.1019
11.Sep.20,0.1021
14.Sep.20,0.1035
15.Sep.20,0.1031
16.Sep.20,0.1024
17.Sep.20,0.1018
18.Sep.20,0.1015
21.Sep.20,0.1027
22.Sep.20,0.1033
23.Sep.20,0.1024
24.Sep.20,0.1023
25.Sep.20,0.1027
28.Sep.20,0.1008
29.Sep.20,0.1006
30.Sep.20,0.0997
1.Oct.20,0.0988
2.Oct.20,0.0982
5.Oct.20,0.0979
6.Oct.20,0.0984
7.Oct.20,0.0996
8.Oct.20,0.1017
9.Oct.20,0.1021
12.Oct.20,0.1088
13.Oct.20,0.1103
14.Oct.20,0.1112
15.Oct.20,0.1122
16.Oct.20,0.1139
19.Oct.20,0.1168
20.Oct.20,0.1175
21.Oct.20,0.1184
22.Oct.20,0.1187
23.Oct.20,0.1194
26.Oct.20,0.1149
27.Oct.20,0.113
28.Oct.20,0.1114
29.Oct.20,0.1099
30.Oct.20,0.1101
2.Nov.20,0.1167
3.Nov.20,0.1172
4.Nov.20,0.1168
5.Nov.20,0.1166
6.Nov.20,0.1167
9.Nov.20,0.1152
10.Nov.20,0.1146
11.Nov.20,0.1136
12.Nov.20,0.1137
13.Nov.20,0.1136
16.Nov.20,0.1134
17.Nov.20,0.1138
18.Nov.20,0.1137
19.Nov.20,0.113
20.Nov.20,0.1128
23.Nov.20,0.1139
24.Nov.20,0.114
25.Nov.20,0.1147
26.Nov.20,0.1153
27.Nov.20,0.1162
30.Nov.20,0.1171
1.Dec.20,0.116
2.Dec.20,0.1165
3.Dec.20,0.1176
4.Dec.20,0.1184
7.Dec.20,0.1181
8.Dec.20,0.1187
9.Dec.20,0.1195
10.Dec.20,0.1195
11.Dec.20,0.1197
14.Dec.20,0.1171
15.Dec.20,0.1173
16.Dec.20,0.1176
17.Dec.20,0.1183
18.Dec.20,0.1194
21.Dec.20,0.1193
22.Dec.20,0.119
23.Dec.20,0.1201
24.Dec.20,0.1203
28.Dec.20,0.1252
29.Dec.20,0.1248
30.Dec.20,0.1263
31.Dec.20,0.1283
4.Jan.21,0.1661
5.Jan.21,0.1662
6.Jan.21,0.1659
7.Jan.21,0.1656
8.Jan.21,0.1653
11.Jan.21,0.1664
12.Jan.21,0.1664
13.Jan.21,0.1663
14.Jan.21,0.1665
15.Jan.21,0.1663
18.Jan.21,0.1653
19.Jan.21,0.1659
20.Jan.21,0.1666
21.Jan.21,0.1665
22.Jan.21,0.1671
25.Jan.21,0.1679
26.Jan.21,0.1678
27.Jan.21,0.1682
28.Jan.21,0.1681
29.Jan.21,0.1697
1.Feb.21,0.1694
2.Feb.21,0.1684
3.Feb.21,0.1684
4.Feb.21,0.1682
5.Feb.21,0.1683
8.Feb.21,0.1692
9.Feb.21,0.1696
10.Feb.21,0.1704
11.Feb.21,0.1718
15.Feb.21,0.1833
16.Feb.21,0.1845
17.Feb.21,0.1845
18.Feb.21,0.1846
19.Feb.21,0.1849
22.Feb.21,0.1912
23.Feb.21,0.1929
24.Feb.21,0.194
25.Feb.21,0.1946
26.Feb.21,0.1961
1.Mar.21,0.1996
2.Mar.21,0.1989
3.Mar.21,0.1977
4.Mar.21,0.1966
5.Mar.21,0.1968
8.Mar.21,0.1995
9.Mar.21,0.2003
10.Mar.21,0.2015
11.Mar.21,0.202
12.Mar.21,0.2046
15.Mar.21,0.2147
16.Mar.21,0.2176
17.Mar.21,0.2189
18.Mar.21,0.2199
19.Mar.21,0.2213
22.Mar.21,0.2231
23.Mar.21,0.223
24.Mar.21,0.2238
25.Mar.21,0.2236
26.Mar.21,0.224
29.Mar.21,0.2308
30.Mar.21,0.2309
31.Mar.21,0.2295
1.Apr.21,0.2216
5.Apr.21,0.1935
6.Apr.21,0.1937
7.Apr.21,0.1932
8.Apr.21,0.1918
9.Apr.21,0.1902
12.Apr.21,0.1855
13.Apr.21,0.1845
14.Apr.21,0.1839
15.Apr.21,0.1839
16.Apr.21,0.1834
19.Apr.21,0.1844
20.Apr.21,0.1835
21.Apr.21,0.1841
22.Apr.21,0.184
23.Apr.21,0.1844
26.Apr.21,0.1864
27.Apr.21,0.1858
28.Apr.21,0.1867
29.Apr.21,0.1856
30.Apr.21,0.185
3.May.21,0.1862
4.May.21,0.1875
5.May.21,0.1884
6.May.21,0.1895
7.May.21,0.1893
10.May.21,0.1922
11.May.21,0.192
12.May.21,0.1892
14.May.21,0.1847
17.May.21,0.1829
18.May.21,0.1836
19.May.21,0.1837
20.May.21,0.1812
21.May.21,0.1787
24.May.21,0.1729
25.May.21,0.1721
27.May.21,0.1683
28.May.21,0.1666
31.May.21,0.1691
1.Jun.21,0.1679
2.Jun.21,0.1685
3.Jun.21,0.1695
4.Jun.21,0.1702
7.Jun.21,0.1683
8.Jun.21,0.1674
9.Jun.21,0.1667
10.Jun.21,0.1653
11.Jun.21,0.1644
14.Jun.21,0.1561
15.Jun.21,0.153
16.Jun.21,0.1503
17.Jun.21,0.1489
18.Jun.21,0.1486
21.Jun.21,0.1494
22.Jun.21,0.1492
23.Jun.21,0.1493
24.Jun.21,0.1484
25.Jun.21,0.1482
28.Jun.21,0.1399
29.Jun.21,0.1367
30.Jun.21,0.1349
1.Jul.21,0.1326
2.Jul.21,0.1323
5.Jul.21,0.1328
6.Jul.21,0.1326
7.Jul.21,0.1327
8.Jul.21,0.1332
9.Jul.21,0.1339
12.Jul.21,0.1365
13.Jul.21,0.1368
14.Jul.21,0.1368
15.Jul.21,0.1368
16.Jul.21,0.1371
19.Jul.21,0.1347
21.Jul.21,0.1344
22.Jul.21,0.135
23.Jul.21,0.1351
26.Jul.21,0.1319
27.Jul.21,0.1319
28.Jul.21,0.1312
29.Jul.21,0.1306
30.Jul.21,0.13
2.Aug.21,0.1321
3.Aug.21,0.1319
4.Aug.21,0.1309
5.Aug.21,0.1302
6.Aug.21,0.129
10.Aug.21,0.1313
11.Aug.21,0.1301
12.Aug.21,0.1301
13.Aug.21,0.1295
16.Aug.21,0.1272
17.Aug.21,0.1262
18.Aug.21,0.1256
19.Aug.21,0.1255
20.Aug.21,0.1259
23.Aug.21,0.1275
24.Aug.21,0.1279
25.Aug.21,0.1281
26.Aug.21,0.1284
27.Aug.21,0.1287
30.Aug.21,0.1296
31.Aug.21,0.1292
1.Sep.21,0.13
2.Sep.21,0.1301
3.Sep.21,0.1302
6.Sep.21,0.1324
7.Sep.21,0.1327
8.Sep.21,0.1339
9.Sep.21,0.1342
10.Sep.21,0.1346
13.Sep.21,0.1346
14.Sep.21,0.1346
15.Sep.21,0.1342
16.Sep.21,0.1344
17.Sep.21,0.1346
20.Sep.21,0.1319
21.Sep.21,0.1311
22.Sep.21,0.1308
23.Sep.21,0.1312
24.Sep.21,0.1309
27.Sep.21,0.1304
28.Sep.21,0.1305
29.Sep.21,0.1304
30.Sep.21,0.1306
1.Oct.21,0.1306
4.Oct.21,0.1302
5.Oct.21,0.1295
6.Oct.21,0.1291
7.Oct.21,0.1287
8.Oct.21,0.1291
11.Oct.21,0.1315
12.Oct.21,0.1321
13.Oct.21,0.1332
14.Oct.21,0.1344
15.Oct.21,0.1359
18.Oct.21,0.1437
19.Oct.21,0.1452
20.Oct.21,0.1476
21.Oct.21,0.1495
22.Oct.21,0.1498
25.Oct.21,0.153
26.Oct.21,0.1547
27.Oct.21,0.1557
28.Oct.21,0.1555
29.Oct.21,0.1557
1.Nov.21,0.1555
2.Nov.21,0.1546
3.Nov.21,0.1537
5.Nov.21,0.1539
8.Nov.21,0.1504
9.Nov.21,0.1489
10.Nov.21,0.1476
11.Nov.21,0.1486
12.Nov.21,0.1492
15.Nov.21,0.1523
16.Nov.21,0.153
17.Nov.21,0.1545
18.Nov.21,0.1558
19.Nov.21,0.1569
22.Nov.21,0.1615
23.Nov.21,0.1613
24.Nov.21,0.1617
25.Nov.21,0.1622
26.Nov.21,0.1625
29.Nov.21,0.1608
30.Nov.21,0.1596
1.Dec.21,0.1579
2.Dec.21,0.1572
3.Dec.21,0.1565
6.Dec.21,0.1579
7.Dec.21,0.1601
8.Dec.21,0.1617
9.Dec.21,0.1625
10.Dec.21,0.1628
13.Dec.21,0.165
14.Dec.21,0.167
15.Dec.21,0.1699
16.Dec.21,0.1708
17.Dec.21,0.1715
20.Dec.21,0.175
21.Dec.21,0.1753
22.Dec.21,0.1753
23.Dec.21,0.1744
24.Dec.21,0.1749
27.Dec.21,0.1809
28.Dec.21,0.182
29.Dec.21,0.1834
30.Dec.21,0.1856
31.Dec.21,0.1867
3.Jan.22,0.1943
4.Jan.22,0.1949
5.Jan.22,0.196
6.Jan.22,0.1971
7.Jan.22,0.1977
10.Jan.22,0.1966
11.Jan.22,0.1955
12.Jan.22,0.1953
13.Jan.22,0.1955
14.Jan.22,0.196
17.Jan.22,0.1933
18.Jan.22,0.1912
19.Jan.22,0.1903
20.Jan.22,0.1882
21.Jan.22,0.1888
24.Jan.22,0.19
25.Jan.22,0.1893
26.Jan.22,0.1887
27.Jan.22,0.1917
28.Jan.22,0.194
31.Jan.22,0.1991
3.Feb.22,0.2065
4.Feb.22,0.2086
7.Feb.22,0.2141
8.Feb.22,0.2162
9.Feb.22,0.2177
10.Feb.22,0.2182
11.Feb.22,0.2176
14.Feb.22,0.2182
15.Feb.22,0.2175
16.Feb.22,0.2176
17.Feb.22,0.2185
18.Feb.22,0.2189
21.Feb.22,0.2281
22.Feb.22,0.2279
23.Feb.22,0.2304
24.Feb.22,0.2319
25.Feb.22,0.2341
28.Feb.22,0.2454
1.Mar.22,0.2504
2.Mar.22,0.2511
3.Mar.22,0.251
4.Mar.22,0.2497
7.Mar.22,0.2436
8.Mar.22,0.2403
9.Mar.22,0.2386
10.Mar.22,0.2377
11.Mar.22,0.2374
14.Mar.22,0.2351
15.Mar.22,0.2333
16.Mar.22,0.2336
17.Mar.22,0.2349
18.Mar.22,0.2353
21.Mar.22,0.2367
22.Mar.22,0.2399
23.Mar.22,0.2444
24.Mar.22,0.2504
25.Mar.22,0.2533
28.Mar.22,0.2674
29.Mar.22,0.2706
30.Mar.22,0.2707
31.Mar.22,0.2726
1.Apr.22,0.276
4.Apr.22,0.2815
5.Apr.22,0.2847
6.Apr.22,0.2871
7.Apr.22,0.2881
8.Apr.22,0.2896
11.Apr.22,0.2957
12.Apr.22,0.296
13.Apr.22,0.2961
14.Apr.22,0.2978
18.Apr.22,0.3038
19.Apr.22,0.3036
20.Apr.22,0.303
21.Apr.22,0.3015
22.Apr.22,0.3006
25.Apr.22,0.3053
26.Apr.22,0.3064
27.Apr.22,0.3059
28.Apr.22,0.3064
29.Apr.22,0.3065
4.May.22,0.3227
5.May.22,0.3252
6.May.22,0.3318
9.May.22,0.3588
10.May.22,0.3667
11.May.22,0.3739
12.May.22,0.3814
13.May.22,0.3892
17.May.22,0.4418
18.May.22,0.4488
19.May.22,0.4546
20.May.22,0.4588
23.May.22,0.4861
24.May.22,0.4943
25.May.22,0.5009
26.May.22,0.5048
27.May.22,0.508
30.May.22,0.5208
31.May.22,0.5221
1.Jun.22,0.5263
2.Jun.22,0.5278
3.Jun.22,0.5326
6.Jun.22,0.5488
7.Jun.22,0.5531
8.Jun.22,0.5581
9.Jun.22,0.563
10.Jun.22,0.5688
13.Jun.22,0.5904
14.Jun.22,0.5952
15.Jun.22,0.5982
16.Jun.22,0.6
17.Jun.22,0.6053
20.Jun.22,0.6357
21.Jun.22,0.6436
22.Jun.22,0.6544
23.Jun.22,0.6658
24.Jun.22,0.6767
27.Jun.22,0.7163
28.Jun.22,0.7287
29.Jun.22,0.7434
30.Jun.22,0.7572
1.Jul.22,0.772
4.Jul.22,0.8089
5.Jul.22,0.8239
6.Jul.22,0.8394
7.Jul.22,0.8552
8.Jul.22,0.8713
12.Jul.22,0.9431
13.Jul.22,0.9609
14.Jul.22,0.9782
15.Jul.22,0.9951
18.Jul.22,1.0485
19.Jul.22,1.068
20.Jul.22,1.0877
21.Jul.22,1.1055
22.Jul.22,1.1231
25.Jul.22,1.1683
26.Jul.22,1.1839
27.Jul.22,1.198
28.Jul.22,1.211
29.Jul.22,1.2295
1.Aug.22,1.2712
2.Aug.22,1.283
3.Aug.22,1.294
4.Aug.22,1.3016
5.Aug.22,1.3112
8.Aug.22,1.3388
10.Aug.22,1.3571
11.Aug.22,1.3652
12.Aug.22,1.3745
15.Aug.22,1.3925
16.Aug.22,1.3985
17.Aug.22,1.4044
18.Aug.22,1.4155
19.Aug.22,1.4255
22.Aug.22,1.4636
23.Aug.22,1.4752
24.Aug.22,1.4871
25.Aug.22,1.4993
26.Aug.22,1.5106
29.Aug.22,1.5486
30.Aug.22,1.5607
31.Aug.22,1.5793
1.Sep.22,1.5967
2.Sep.22,1.6164
5.Sep.22,1.6654
6.Sep.22,1.6828
7.Sep.22,1.7012
8.Sep.22,1.7188
9.Sep.22,1.7369
12.Sep.22,1.7901
13.Sep.22,1.8069
14.Sep.22,1.8246
15.Sep.22,1.8404
16.Sep.22,1.8549
19.Sep.22,1.8811
20.Sep.22,1.8871
21.Sep.22,1.8945
22.Sep.22,1.8968
23.Sep.22,1.9009
26.Sep.22,1.9207
27.Sep.22,1.928
28.Sep.22,1.9381
29.Sep.22,1.9477
30.Sep.22,1.9732
3.Oct.22,2.0655
4.Oct.22,2.0851
5.Oct.22,2.1035
6.Oct.22,2.1167
7.Oct.22,2.1321
10.Oct.22,2.182
11.Oct.22,2.1929
12.Oct.22,2.2088
13.Oct.22,2.2199
14.Oct.22,2.2353
17.Oct.22,2.2773
18.Oct.22,2.2893
19.Oct.22,2.3028
20.Oct.22,2.3112
21.Oct.22,2.3263
25.Oct.22,2.3891
26.Oct.22,2.4016
27.Oct.22,2.4148
28.Oct.22,2.4292
31.Oct.22,2.4534
1.Nov.22,2.4613
2.Nov.22,2.4705
3.Nov.22,2.481
4.Nov.22,2.4945
7.Nov.22,2.5382
8.Nov.22,2.5499
9.Nov.22,2.563
10.Nov.22,2.5753
11.Nov.22,2.5947
14.Nov.22,2.6487
15.Nov.22,2.6633
16.Nov.22,2.6745
17.Nov.22,2.6854
18.Nov.22,2.6994
21.Nov.22,2.745
22.Nov.22,2.7621
23.Nov.22,2.7778
24.Nov.22,2.7933
25.Nov.22,2.8095
28.Nov.22,2.8651
29.Nov.22,2.882
30.Nov.22,2.9007
1.Dec.22,2.9243
2.Dec.22,2.9442
5.Dec.22,3.0095
6.Dec.22,3.0247
7.Dec.22,3.0393
8.Dec.22,3.0548
9.Dec.22,3.0664
12.Dec.22,3.0925
13.Dec.22,3.0953
14.Dec.22,3.0937
15.Dec.22,3.091
16.Dec.22,3.098
19.Dec.22,3.1138
20.Dec.22,3.1139
21.Dec.22,3.1149
22.Dec.22,3.1141
23.Dec.22,3.1109
27.Dec.22,3.1415
28.Dec.22,3.1317
29.Dec.22,3.1214
30.Dec.22,3.0966
3.Jan.23,3.0294
4.Jan.23,3.0166
5.Jan.23,3.0049
6.Jan.23,3.0008
9.Jan.23,2.998
10.Jan.23,3.0019
11.Jan.23,3.0074
12.Jan.23,3.0057
13.Jan.23,3.0115
16.Jan.23,3.0298
17.Jan.23,3.0328
18.Jan.23,3.0385
19.Jan.23,3.0442
20.Jan.23,3.0549
25.Jan.23,3.0772
26.Jan.23,3.0853
27.Jan.23,3.0925
30.Jan.23,3.1199
31.Jan.23,3.1307
1.Feb.23,3.1419
2.Feb.23,3.1525
3.Feb.23,3.1625
6.Feb.23,3.1869
7.Feb.23,3.1916
8.Feb.23,3.194
9.Feb.23,3.1953
10.Feb.23,3.1989
13.Feb.23,3.209
14.Feb.23,3.2084
15.Feb.23,3.2103
